0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
"{'TEXT': '11', 'LABEL': 'b-address'}","{'TEXT': 'RUE', 'LABEL': 'i-address'}","{'TEXT': 'DES', 'LABEL': 'i-address'}","{'TEXT': 'HALLES', 'LABEL': 'i-address'}","{'TEXT': '44', 'LABEL': 'i-address'}","{'TEXT': 'nai', 'LABEL': 'i-address'}","{'TEXT': '05/1', 'LABEL': 'b-date'}","{'TEXT': '603,52', 'LABEL': 'b-total'}",{'id': '1676'},,,,,,,,,,,,,,,,,,,,,,
"{'TEXT': 'CRF—CITY', 'LABEL': 'b-company'}","{'TEXT': 'LÀ', 'LABEL': 'i-company'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-company'}","{'TEXT': '33', 'LABEL': 'b-address'}","{'TEXT': 'RUE', 'LABEL': 'i-address'}","{'TEXT': 'DE', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'SCIERIE', 'LABEL': 'i-address'}","{'TEXT': '17000', 'LABEL': 'i-address'}","{'TEXT': 'LÀ', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': '1.95€/ko', 'LABEL': 'b-total'}","{'TEXT': '27/06/2017', 'LABEL': 'b-date'}",{'id': '309'},,,,,,,,,,,,,,,,,
"{'TEXT': 'CRF—CITY', 'LABEL': 'b-company'}","{'TEXT': 'LA', 'LABEL': 'i-company'}","{'TEXT': 'ROCHÊLLE', 'LABEL': 'i-company'}","{'TEXT': '33', 'LABEL': 'b-address'}","{'TEXT': 'RUE', 'LABEL': 'i-address'}","{'TEXT': 'DE', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'SCIERIE', 'LABEL': 'i-address'}","{'TEXT': '17000', 'LABEL': 'i-address'}","{'TEXT': 'LÀ', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': '2.77€', 'LABEL': 'b-total'}","{'TEXT': '02/03/2017', 'LABEL': 'b-date'}",{'id': '321'},,,,,,,,,,,,,,,,,
"{'TEXT': 'werme', 'LABEL': 'b-company'}",{'id': '1064'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'TEXT': '02/', 'LABEL': 'b-date'}","{'TEXT': '2017', 'LABEL': 'i-date'}","{'TEXT': '5,01i)', 'LABEL': 'b-total'}",{'id': '1919'},,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'TEXT': 'des', 'LABEL': 'i-company'}","{'TEXT': 'Plages', 'LABEL': 'i-company'}","{'TEXT': '30470', 'LABEL': 'i-address'}","{'TEXT': 'AINARGUES', 'LABEL': 'i-address'}","{'TEXT': '22/08/17', 'LABEL': 'b-date'}","{'TEXT': '8.22', 'LABEL': 'b-total'}",{'id': '902'},,,,,,,,,,,,,,,,,,,,,,,,
"{'TEXT': '28/02/2017', 'LABEL': 'b-date'}","{'TEXT': 'VIAMARIS', 'LABEL': 'b-company'}","{'TEXT': 'SAS', 'LABEL': 'i-company'}","{'TEXT': '8', 'LABEL': 'b-address'}","{'TEXT': 'BIS,', 'LABEL': 'i-address'}","{'TEXT': 'RUE', 'LABEL': 'i-address'}","{'TEXT': 'CHAUDRTER', 'LABEL': 'i-address'}","{'TEXT': '17000', 'LABEL': 'i-address'}","{'TEXT': 'LÀ', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': '42,', 'LABEL': 'b-total'}","{'TEXT': '10', 'LABEL': 'i-total'}",{'id': '1500'},,,,,,,,,,,,,,,,,,
"{'TEXT': 'Jard', 'LABEL': 'b-company'}","{'TEXT': 'INer]1', 'LABEL': 'i-company'}","{'TEXT': 'e', 'LABEL': 'i-company'}","{'TEXT': 'de', 'LABEL': 'i-company'}","{'TEXT': 'l‘Océan', 'LABEL': 'i-company'}","{'TEXT': 'ROBIN', 'LABEL': 'i-company'}","{'TEXT': '17139', 'LABEL': 'b-address'}","{'TEXT': 'DOMPIERRE—sur—MER', 'LABEL': 'i-address'}","{'TEXT': '01/04/2017', 'LABEL': 'b-date'}","{'TEXT': '87', 'LABEL': 'b-total'}","{'TEXT': ',40', 'LABEL': 'i-total'}",{'id': '719'},,,,,,,,,,,,,,,,,,,
{'id': '725'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'TEXT': 'TKZ—022888', 'LABEL': 'b-company'}","{'TEXT': '06/03/2017', 'LABEL': 'b-date'}","{'TEXT': 'Avenue', 'LABEL': 'i-address'}","{'TEXT': 'des', 'LABEL': 'i-address'}","{'TEXT': 'Fourneaux', 'LABEL': 'i-address'}","{'TEXT': '17690', 'LABEL': 'i-address'}","{'TEXT': 'ANGOULTNS', 'LABEL': 'i-address'}","{'TEXT': '9,27', 'LABEL': 'b-total'}",{'id': '718'},,,,,,,,,,,,,,,,,,,,,,
"{'TEXT': '28/02/', 'LABEL': 'b-date'}","{'TEXT': '2017', 'LABEL': 'i-date'}",{'id': '1501'},,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'TEXT': 'CARREFOUR', 'LABEL': 'b-company'}","{'TEXT': 'CITY', 'LABEL': 'i-company'}","{'TEXT': 'ORLEANS', 'LABEL': 'i-company'}","{'TEXT': '1,', 'LABEL': 'b-address'}","{'TEXT': 'RUE', 'LABEL': 'i-address'}","{'TEXT': 'DU', 'LABEL': 'i-address'}","{'TEXT': 'GRENTER', 'LABEL': 'i-address'}","{'TEXT': 'A', 'LABEL': 'i-address'}","{'TEXT': 'SEL', 'LABEL': 'i-address'}","{'TEXT': '45000', 'LABEL': 'i-address'}","{'TEXT': 'ORLEANS', 'LABEL': 'i-address'}","{'TEXT': '16.47€', 'LABEL': 'b-total'}","{'TEXT': '11/05/2017', 'LABEL': 'b-date'}",{'id': '532'},,,,,,,,,,,,,,,,,
"{'TEXT': 'market', 'LABEL': 'i-company'}","{'TEXT': '«&', 'LABEL': 'i-company'}","{'TEXT': 'market', 'LABEL': 'i-company'}","{'TEXT': 'AYTRE', 'LABEL': 'i-company'}","{'TEXT': 'Lundi', 'LABEL': 'b-address'}","{'TEXT': 'au', 'LABEL': 'i-address'}","{'TEXT': 'Samedi', 'LABEL': 'i-address'}","{'TEXT': 'de', 'LABEL': 'i-address'}","{'TEXT': '9h', 'LABEL': 'i-address'}","{'TEXT': 'à', 'LABEL': 'i-address'}","{'TEXT': '20h00', 'LABEL': 'i-address'}","{'TEXT': 'Dimanche', 'LABEL': 'i-address'}","{'TEXT': '9h', 'LABEL': 'i-address'}","{'TEXT': 'à', 'LABEL': 'i-address'}","{'TEXT': '12h30', 'LABEL': 'i-address'}","{'TEXT': 'Rue', 'LABEL': 'i-address'}","{'TEXT': 'Nicolas', 'LABEL': 'i-address'}","{'TEXT': 'Gargot', 'LABEL': 'i-address'}","{'TEXT': '17440', 'LABEL': 'i-address'}","{'TEXT': 'Aytré.', 'LABEL': 'i-address'}","{'TEXT': '5.25€', 'LABEL': 'b-total'}","{'TEXT': '17/12/2016', 'LABEL': 'b-date'}",{'id': '240'},,,,,,,,
"{'TEXT': 'CRF', 'LABEL': 'b-company'}","{'TEXT': 'TY', 'LABEL': 'i-company'}","{'TEXT': 'LÀ', 'LABEL': 'i-company'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-company'}","{'TEXT': '33', 'LABEL': 'b-address'}","{'TEXT': 'RUE', 'LABEL': 'i-address'}","{'TEXT': 'DE', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'SÛTERIE', 'LABEL': 'i-address'}","{'TEXT': '17000', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': '4.23€', 'LABEL': 'b-total'}","{'TEXT': '14/03/2017', 'LABEL': 'b-date'}",{'id': '446'},,,,,,,,,,,,,,,,
"{'TEXT': 'Carréfour', 'LABEL': 'b-company'}","{'TEXT': 'market', 'LABEL': 'i-company'}","{'TEXT': '«&', 'LABEL': 'i-company'}","{'TEXT': 'market', 'LABEL': 'i-company'}","{'TEXT': '.AVTRE', 'LABEL': 'i-company'}","{'TEXT': 'Lundi', 'LABEL': 'b-address'}","{'TEXT': 'au', 'LABEL': 'i-address'}","{'TEXT': 'Samedi', 'LABEL': 'i-address'}","{'TEXT': 'de', 'LABEL': 'i-address'}","{'TEXT': '9h', 'LABEL': 'i-address'}","{'TEXT': 'à', 'LABEL': 'i-address'}","{'TEXT': '20h00', 'LABEL': 'i-address'}","{'TEXT': 'Dimanche', 'LABEL': 'i-address'}","{'TEXT': '9h', 'LABEL': 'i-address'}","{'TEXT': 'à', 'LABEL': 'i-address'}","{'TEXT': '12h30', 'LABEL': 'i-address'}","{'TEXT': 'Rue', 'LABEL': 'i-address'}","{'TEXT': 'Nicolas', 'LABEL': 'i-address'}","{'TEXT': 'Gargot', 'LABEL': 'i-address'}","{'TEXT': '17440', 'LABEL': 'i-address'}","{'TEXT': 'Aytré.', 'LABEL': 'i-address'}","{'TEXT': '13.07€', 'LABEL': 'b-total'}","{'TEXT': '12/04/2017', 'LABEL': 'b-date'}",{'id': '485'},,,,,,,
"{'TEXT': 'market', 'LABEL': 'i-company'}","{'TEXT': '{', 'LABEL': 'i-company'}","{'TEXT': 'Carrefour', 'LABEL': 'i-company'}","{'TEXT': 'market', 'LABEL': 'i-company'}","{'TEXT': 'AYTRE', 'LABEL': 'i-company'}","{'TEXT': 'Lundi', 'LABEL': 'b-address'}","{'TEXT': 'au', 'LABEL': 'i-address'}","{'TEXT': 'Samedi', 'LABEL': 'i-address'}","{'TEXT': 'de', 'LABEL': 'i-address'}","{'TEXT': '9h', 'LABEL': 'i-address'}","{'TEXT': 'à', 'LABEL': 'i-address'}","{'TEXT': '20h00', 'LABEL': 'i-address'}","{'TEXT': 'Dimanche', 'LABEL': 'i-address'}","{'TEXT': '9h', 'LABEL': 'i-address'}","{'TEXT': 'à', 'LABEL': 'i-address'}","{'TEXT': '12h30', 'LABEL': 'i-address'}","{'TEXT': 'Rue', 'LABEL': 'i-address'}","{'TEXT': 'Nicolas', 'LABEL': 'i-address'}","{'TEXT': 'Gargot', 'LABEL': 'i-address'}","{'TEXT': '1744Q', 'LABEL': 'i-address'}","{'TEXT': 'Aytré.', 'LABEL': 'i-address'}","{'TEXT': '6.16€', 'LABEL': 'b-total'}","{'TEXT': '1%/04/2017', 'LABEL': 'b-date'}",{'id': '491'},,,,,,,
"{'TEXT': 'ST', 'LABEL': 'b-company'}","{'TEXT': 'JEAN', 'LABEL': 'i-company'}","{'TEXT': 'D‘ANGELY', 'LABEL': 'i-company'}","{'TEXT': '3543', 'LABEL': 'i-company'}","{'TEXT': 'ZÀ', 'LABEL': 'i-address'}","{'TEXT': 'la', 'LABEL': 'i-address'}","{'TEXT': 'Grenoblerie', 'LABEL': 'i-address'}","{'TEXT': 'I', 'LABEL': 'i-address'}","{'TEXT': '17400', 'LABEL': 'i-address'}","{'TEXT': 'ST', 'LABEL': 'i-address'}","{'TEXT': 'JEAN', 'LABEL': 'i-address'}","{'TEXT': 'D‘ANGELY', 'LABEL': 'i-address'}","{'TEXT': 'Lundi', 'LABEL': 'i-address'}","{'TEXT': '—', 'LABEL': 'i-address'}","{'TEXT': 'Samedi', 'LABEL': 'i-address'}","{'TEXT': '08h30—20h00', 'LABEL': 'i-address'}","{'TEXT': '$', 'LABEL': 'b-total'}","{'TEXT': '010859/07', 'LABEL': 'b-date'}","{'TEXT': '12.06.1', 'LABEL': 'b-date'}",{'id': '644'},,,,,,,,,,,
"{'TEXT': 'ZARA', 'LABEL': 'b-company'}","{'TEXT': 'France', 'LABEL': 'i-company'}","{'TEXT': 'Sarl', 'LABEL': 'i-company'}","{'TEXT': '348', 'LABEL': 'i-company'}","{'TEXT': 'RCS', 'LABEL': 'i-address'}","{'TEXT': 'Paris', 'LABEL': 'i-address'}","{'TEXT': '1ess', 'LABEL': 'i-address'}","{'TEXT': '140', 'LABEL': 'b-address'}","{'TEXT': 'BIS,', 'LABEL': 'i-address'}","{'TEXT': 'rue', 'LABEL': 'i-address'}","{'TEXT': 'de', 'LABEL': 'i-address'}","{'TEXT': 'Re', 'LABEL': 'i-address'}","{'TEXT': 'ZARA', 'LABEL': 'i-address'}","{'TEXT': '07/06/2017', 'LABEL': 'b-date'}","{'TEXT': '7,95', 'LABEL': 'b-total'}",{'id': '650'},,,,,,,,,,,,,,,
"{'TEXT': 'BURGER', 'LABEL': 'b-company'}","{'TEXT': 'KING', 'LABEL': 'i-company'}","{'TEXT': 'Avenue', 'LABEL': 'b-address'}","{'TEXT': 'Henri', 'LABEL': 'i-address'}","{'TEXT': 'Bécquerel', 'LABEL': 'i-address'}","{'TEXT': '17000', 'LABEL': 'i-address'}","{'TEXT': 'La', 'LABEL': 'i-address'}","{'TEXT': 'Rochelle', 'LABEL': 'i-address'}","{'TEXT': 'SIRET.', 'LABEL': 'i-address'}","{'TEXT': '017', 'LABEL': 'i-date'}","{'TEXT': '©€9,40', 'LABEL': 'b-total'}","{'TEXT': '01/06/17', 'LABEL': 'b-date'}",{'id': '678'},,,,,,,,,,,,,,,,,,
"{'TEXT': 'Saintes', 'LABEL': 'i-company'}","{'TEXT': 'Naréchel', 'LABEL': 'i-company'}","{'TEXT': 'Laclerc', 'LABEL': 'i-company'}","{'TEXT': '/', 'LABEL': 'i-company'}","{'TEXT': 'BP', 'LABEL': 'i-company'}","{'TEXT': '56', 'LABEL': 'i-company'}","{'TEXT': '7102', 'LABEL': 'i-address'}","{'TEXT': 'Seintes', 'LABEL': 'i-address'}","{'TEXT': '11/03/17', 'LABEL': 'b-date'}",{'id': '693'},,,,,,,,,,,,,,,,,,,,,
"{'TEXT': 'PARASHOP', 'LABEL': 'b-company'}","{'TEXT': '28', 'LABEL': 'i-company'}","{'TEXT': 'rue', 'LABEL': 'i-address'}","{'TEXT': 'des', 'LABEL': 'i-address'}","{'TEXT': 'Morciers', 'LABEL': 'i-address'}","{'TEXT': '17000', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}",{'id': '863'},,,,,,,,,,,,,,,,,,,,,,
"{'TEXT': 'CRF—CITY', 'LABEL': 'b-company'}","{'TEXT': 'LÀ', 'LABEL': 'i-company'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-company'}","{'TEXT': '33', 'LABEL': 'b-address'}","{'TEXT': 'RUE', 'LABEL': 'i-address'}","{'TEXT': 'DE', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'SCIERIE', 'LABEL': 'i-address'}","{'TEXT': '17000', 'LABEL': 'i-address'}","{'TEXT': 'LÀ', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': '7.626', 'LABEL': 'b-total'}","{'TEXT': '09/06/2016', 'LABEL': 'b-date'}",{'id': '23'},,,,,,,,,,,,,,,,,
"{'TEXT': 'E.Lecierc', 'LABEL': 'b-company'}","{'TEXT': '267', 'LABEL': 'i-company'}","{'TEXT': 'a', 'LABEL': 'i-company'}","{'TEXT': 'ancare', 'LABEL': 'i-company'}","{'TEXT': 'Seu', 'LABEL': 'i-company'}","{'TEXT': '1', 'LABEL': 'i-company'}","{'TEXT': '1rozs', 'LABEL': 'i-company'}","{'TEXT': 'La', 'LABEL': 'i-company'}","{'TEXT': 'RocHecve', 'LABEL': 'i-company'}","{'TEXT': 'cedex', 'LABEL': 'i-company'}","{'TEXT': 'os', 'LABEL': 'i-company'}","{'TEXT': '46', 'LABEL': 'i-company'}","{'TEXT': '24', 'LABEL': 'i-company'}","{'TEXT': '12', 'LABEL': 'i-company'}","{'TEXT': 'er', 'LABEL': 'i-company'}","{'TEXT': '26/05/17', 'LABEL': 'b-date'}","{'TEXT': '2.90', 'LABEL': 'b-total'}",{'id': '683'},,,,,,,,,,,,,
"{'TEXT': 'ENTREPRISE', 'LABEL': 'b-company'}","{'TEXT': 'INDEPENDANTE', 'LABEL': 'i-company'}","{'TEXT': 'son', 'LABEL': 'i-company'}","{'TEXT': 'S', 'LABEL': 'i-company'}","{'TEXT': 'LES', 'LABEL': 'i-company'}","{'TEXT': 'BOIFFIERS', 'LABEL': 'i-company'}","{'TEXT': '1', 'LABEL': 'i-company'}","{'TEXT': 'cours', 'LABEL': 'i-company'}","{'TEXT': 'Hector', 'LABEL': 'i-company'}","{'TEXT': 'BERLTOZ', 'LABEL': 'i-company'}","{'TEXT': '17100', 'LABEL': 'i-address'}","{'TEXT': 'satntes', 'LABEL': 'i-address'}","{'TEXT': '20,06', 'LABEL': 'b-total'}","{'TEXT': '4/04/2017', 'LABEL': 'b-date'}",{'id': '1317'},,,,,,,,,,,,,,,,
"{'TEXT': '23', 'LABEL': 'b-date'}","{'TEXT': 'décenbre', 'LABEL': 'i-date'}","{'TEXT': '2016', 'LABEL': 'i-date'}","{'TEXT': 'articles', 'LABEL': 'b-total'}",{'id': '1459'},,,,,,,,,,,,,,,,,,,,,,,,,,
"{'TEXT': 'Primark', 'LABEL': 'b-company'}","{'TEXT': ' France', 'LABEL': 'i-company'}","{'TEXT': 'sas', 'LABEL': 'i-address'}","{'TEXT': 'Centre', 'LABEL': 'i-address'}","{'TEXT': 'Commerci', 'LABEL': 'i-address'}","{'TEXT': 'at', 'LABEL': 'i-address'}","{'TEXT': 'awartz', 'LABEL': 'i-address'}","{'TEXT': 'a', 'LABEL': 'i-address'}","{'TEXT': 'boulevard', 'LABEL': 'i-address'}","{'TEXT': 'Gal', 'LABEL': 'i-address'}","{'TEXT': '1', 'LABEL': 'i-address'}","{'TEXT': '1eni', 'LABEL': 'i-address'}","{'TEXT': 'es', 'LABEL': 'i-address'}","{'TEXT': '20008', 'LABEL': 'i-address'}","{'TEXT': '92497', 'LABEL': 'i-address'}","{'TEXT': 'Vi', 'LABEL': 'i-address'}","{'TEXT': 'l', 'LABEL': 'i-address'}","{'TEXT': 'laneuve—', 'LABEL': 'i-address'}","{'TEXT': 'I', 'LABEL': 'i-address'}","{'TEXT': 'a', 'LABEL': 'i-address'}","{'TEXT': 'Ger', 'LABEL': 'i-address'}","{'TEXT': 'enne', 'LABEL': 'i-address'}","{'TEXT': 'Cedex', 'LABEL': 'i-address'}","{'TEXT': 'ré', 'LABEL': 'i-address'}","{'TEXT': 'qusqu‘au', 'LABEL': 'b-date'}",{'id': '654'},,,,,
"{'TEXT': 'CRF—CITY', 'LABEL': 'b-company'}","{'TEXT': 'LÀ', 'LABEL': 'i-company'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-company'}","{'TEXT': '33', 'LABEL': 'b-address'}","{'TEXT': 'RUE', 'LABEL': 'i-address'}","{'TEXT': 'DE', 'LABEL': 'i-address'}","{'TEXT': 'LÀ', 'LABEL': 'i-address'}","{'TEXT': 'SCIERIE', 'LABEL': 'i-address'}","{'TEXT': '17000', 'LABEL': 'i-address'}","{'TEXT': 'LÀ', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': '6.86€', 'LABEL': 'b-total'}","{'TEXT': '15/04/2016', 'LABEL': 'b-date'}",{'id': '132'},,,,,,,,,,,,,,,,,
"{'TEXT': 'sas', 'LABEL': 'b-company'}","{'TEXT': 'JAYACO', 'LABEL': 'i-company'}","{'TEXT': 'ENTREPRIS', 'LABEL': 'i-company'}","{'TEXT': 'INDEPENDANTE', 'LABEL': 'i-company'}","{'TEXT': '17400', 'LABEL': 'i-address'}","{'TEXT': 'ST', 'LABEL': 'i-address'}","{'TEXT': 'JEAN', 'LABEL': 'i-address'}","{'TEXT': 'D‘ANGELY', 'LABEL': 'i-address'}","{'TEXT': '6,60', 'LABEL': 'b-total'}","{'TEXT': '11/06/2017', 'LABEL': 'b-date'}",{'id': '640'},,,,,,,,,,,,,,,,,,,,
"{'TEXT': 'SIMPLY', 'LABEL': 'b-company'}","{'TEXT': 'ST', 'LABEL': 'i-company'}","{'TEXT': 'JEAN', 'LABEL': 'i-company'}","{'TEXT': 'DE', 'LABEL': 'i-company'}","{'TEXT': 'BRAYE', 'LABEL': 'i-company'}","{'TEXT': 'DANS', 'LABEL': 'i-company'}","{'TEXT': 'VOTRE', 'LABEL': 'i-company'}","{'TEXT': 'MAGASTN', 'LABEL': 'i-company'}","{'TEXT': 'Avenue', 'LABEL': 'i-company'}","{'TEXT': 'Charles', 'LABEL': 'i-company'}","{'TEXT': 'Peguy', 'LABEL': 'i-company'}","{'TEXT': '75.06€', 'LABEL': 'b-total'}","{'TEXT': '10/05/2017', 'LABEL': 'b-date'}",{'id': '668'},,,,,,,,,,,,,,,,,
"{'TEXT': 'Carrefour', 'LABEL': 'b-company'}","{'TEXT': 'market', 'LABEL': 'i-company'}","{'TEXT': '«&', 'LABEL': 'i-company'}","{'TEXT': 'market', 'LABEL': 'i-company'}","{'TEXT': 'AYTRE', 'LABEL': 'i-company'}","{'TEXT': 'Lundi', 'LABEL': 'i-address'}","{'TEXT': 'au', 'LABEL': 'i-address'}","{'TEXT': 'Samedi', 'LABEL': 'i-address'}","{'TEXT': 'de', 'LABEL': 'i-address'}","{'TEXT': '9h', 'LABEL': 'i-address'}","{'TEXT': 'à', 'LABEL': 'i-address'}","{'TEXT': '20h00', 'LABEL': 'i-address'}","{'TEXT': 'Dimanche', 'LABEL': 'i-address'}","{'TEXT': '9h', 'LABEL': 'i-address'}","{'TEXT': 'à', 'LABEL': 'i-address'}","{'TEXT': '12h30', 'LABEL': 'i-address'}","{'TEXT': 'Rue', 'LABEL': 'i-address'}","{'TEXT': 'Nicolas', 'LABEL': 'i-address'}","{'TEXT': 'Gargot', 'LABEL': 'i-address'}","{'TEXT': '17440', 'LABEL': 'i-address'}","{'TEXT': 'Aÿtré', 'LABEL': 'i-address'}","{'TEXT': '10.00€', 'LABEL': 'b-total'}","{'TEXT': '4/01/2017', 'LABEL': 'b-date'}",{'id': '495'},,,,,,,
"{'TEXT': 'market', 'LABEL': 'i-company'}","{'TEXT': 'market', 'LABEL': 'i-company'}","{'TEXT': 'AYTRE', 'LABEL': 'i-company'}","{'TEXT': 'Lundi', 'LABEL': 'i-address'}","{'TEXT': 'au', 'LABEL': 'i-address'}","{'TEXT': 'Samedi', 'LABEL': 'i-address'}","{'TEXT': 'de', 'LABEL': 'i-address'}","{'TEXT': '9h', 'LABEL': 'i-address'}","{'TEXT': 'à', 'LABEL': 'i-address'}","{'TEXT': '20h00', 'LABEL': 'i-address'}","{'TEXT': 'Dimanche', 'LABEL': 'i-address'}","{'TEXT': '9h', 'LABEL': 'i-address'}","{'TEXT': 'à', 'LABEL': 'i-address'}","{'TEXT': '12h30', 'LABEL': 'i-address'}","{'TEXT': 'Rue', 'LABEL': 'i-address'}","{'TEXT': 'Nicolas', 'LABEL': 'i-address'}","{'TEXT': 'Gargot', 'LABEL': 'i-address'}","{'TEXT': '17440', 'LABEL': 'i-address'}","{'TEXT': 'Avtré.', 'LABEL': 'i-address'}","{'TEXT': '28.16€', 'LABEL': 'b-total'}","{'TEXT': '31/05/2017', 'LABEL': 'b-date'}",{'id': '481'},,,,,,,,,
"{'TEXT': 'RF—C', 'LABEL': 'b-company'}","{'TEXT': '7Y', 'LABEL': 'i-company'}","{'TEXT': 'LÀ', 'LABEL': 'i-company'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-company'}","{'TEXT': 'ÎË', 'LABEL': 'i-company'}","{'TEXT': 'U', 'LABEL': 'i-company'}","{'TEXT': 'DE', 'LABEL': 'i-address'}","{'TEXT': 'LÀ', 'LABEL': 'i-address'}","{'TEXT': 'SÛIERIE', 'LABEL': 'i-address'}","{'TEXT': '%', 'LABEL': 'i-address'}","{'TEXT': '060', 'LABEL': 'i-address'}","{'TEXT': 'Ê', 'LABEL': 'i-address'}","{'TEXT': 'LÀ', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': '2/03/2017', 'LABEL': 'b-date'}",{'id': '456'},,,,,,,,,,,,,,,
"{'TEXT': 'TÊTE', 'LABEL': 'i-company'}","{'TEXT': 'DE', 'LABEL': 'i-company'}","{'TEXT': 'CUTCHON', 'LABEL': 'i-company'}","{'TEXT': 'PERCUSE', 'LABEL': 'i-company'}","{'TEXT': '11,00', 'LABEL': 'b-total'}",{'id': '1840'},,,,,,,,,,,,,,,,,,,,,,,,,
"{'TEXT': 'r—', 'LABEL': 'b-company'}","{'TEXT': 'TABLAPIZM', 'LABEL': 'i-company'}","{'TEXT': 'Rue', 'LABEL': 'b-address'}","{'TEXT': 'de', 'LABEL': 'i-address'}","{'TEXT': 'la', 'LABEL': 'i-address'}","{'TEXT': 'Scierie', 'LABEL': 'i-address'}","{'TEXT': '17000', 'LABEL': 'i-address'}","{'TEXT': 'LÀ', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}",{'id': '1698'},,,,,,,,,,,,,,,,,,,,,
"{'TEXT': 'CRF—CITY', 'LABEL': 'b-company'}","{'TEXT': 'Là', 'LABEL': 'i-company'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-company'}","{'TEXT': '33', 'LABEL': 'b-address'}","{'TEXT': 'RUE', 'LABEL': 'i-address'}","{'TEXT': 'DE', 'LABEL': 'i-address'}","{'TEXT': 'LÀ', 'LABEL': 'i-address'}","{'TEXT': 'SCIERIE', 'LABEL': 'i-address'}","{'TEXT': '17000', 'LABEL': 'i-address'}","{'TEXT': 'LÀ', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': '5.12€', 'LABEL': 'b-total'}","{'TEXT': '24/01/2017', 'LABEL': 'b-date'}",{'id': '287'},,,,,,,,,,,,,,,,,
"{'TEXT': 'CRF—CITY', 'LABEL': 'b-company'}","{'TEXT': 'LA', 'LABEL': 'i-company'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-company'}","{'TEXT': '33', 'LABEL': 'b-address'}","{'TEXT': 'RUE', 'LABEL': 'i-address'}","{'TEXT': 'DE', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'SCIERIE', 'LABEL': 'i-address'}","{'TEXT': '17000', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': '52.31€', 'LABEL': 'b-total'}","{'TEXT': '23/06/2017', 'LABEL': 'b-date'}",{'id': '293'},,,,,,,,,,,,,,,,,
"{'TEXT': 'CARREFOUR', 'LABEL': 'b-company'}","{'TEXT': 'CITY', 'LABEL': 'i-company'}","{'TEXT': 'ORLEANS', 'LABEL': 'i-company'}","{'TEXT': '1,', 'LABEL': 'i-address'}","{'TEXT': 'RUE', 'LABEL': 'i-address'}","{'TEXT': 'DU', 'LABEL': 'i-address'}","{'TEXT': 'GRENTER', 'LABEL': 'i-address'}","{'TEXT': 'A', 'LABEL': 'i-address'}","{'TEXT': 'SEL', 'LABEL': 'i-address'}","{'TEXT': '45000', 'LABEL': 'i-address'}","{'TEXT': 'ORLEANS', 'LABEL': 'i-address'}","{'TEXT': '25/04/2017', 'LABEL': 'b-date'}",{'id': '536'},,,,,,,,,,,,,,,,,,
